date,simple_v1,paper_v1,paper_v2
2024-12-30,0.00201500,0.00096400,0.00159700
2025-01-06,-0.00297300,-0.00333500,-0.00538300
2025-01-07,0.01137600,0.00251600,0.00653400
2025-01-08,-0.00217100,0.00033100,0.00276700
2025-01-09,-0.00009300,0.00048200,-0.00219700
2025-01-10,-0.00064700,0.00610600,0.00191800
2025-01-14,0.00467900,-0.00352800,-0.00147300
2025-01-15,0.00120200,0.00120800,-0.00044900
2025-01-16,0.00455900,-0.00024700,0.00232600
2025-01-17,0.00423400,-0.00116700,0.00167900
2025-01-20,-0.00060400,-0.00084900,0.00255900
2025-01-21,0.00069700,-0.00200200,-0.00257700
2025-01-22,0.00615400,0.01099100,0.00260200
2025-01-23,-0.00100400,0.00176500,-0.00329700
2025-01-24,-0.00221700,-0.00224000,0.00017700
2025-01-27,0.00480900,0.00146400,0.00238900
2025-01-28,0.00424700,0.00533600,-0.00121700
2025-01-29,0.00413400,0.00324800,-0.00114500
2025-01-30,0.00140100,-0.00064600,0.00342000
2025-01-31,-0.00454400,-0.00244800,-0.00346600
2025-02-03,-0.00010300,0.00397700,0.00321400
2025-02-04,-0.00533700,-0.00148200,-0.00035500
2025-02-05,0.00257200,0.00107400,0.00016100
2025-02-06,0.00303600,0.00291800,0.00168300
2025-02-07,-0.00093100,0.00049400,0.00085100
2025-02-10,0.00340500,0.00293600,0.00100600
2025-02-12,0.00060100,0.00202500,0.00543100
2025-02-13,0.00231000,-0.00375400,0.00119700
2025-02-14,-0.00031800,0.00018000,0.00342900
2025-02-17,0.00184600,-0.00274400,0.00399300
2025-02-18,-0.00187700,0.00320300,-0.00135200
2025-02-19,0.00267700,0.00241100,0.00261400
2025-02-20,0.00209600,-0.00310900,0.00327000
2025-02-21,0.00045200,-0.00345800,-0.00032300
2025-02-25,0.00604000,0.00898700,-0.00273400
2025-02-26,0.00830900,-0.00140600,0.00826200
2025-02-27,0.00527900,0.00119000,0.00478100
2025-02-28,0.00610800,0.00482400,0.00174900
2025-03-03,0.00026200,0.00141100,0.00124300
2025-03-04,0.00743200,0.00467400,0.00414600
2025-03-05,0.00322000,0.00511100,-0.00000600
2025-03-06,0.00377500,-0.00138800,0.00575400
2025-03-07,0.00332800,-0.00075200,-0.00226200
2025-03-10,0.00954700,0.00073700,-0.00196800
2025-03-11,-0.00137500,0.00057500,-0.00124400
2025-03-12,0.00392300,-0.00010000,-0.00152200
2025-03-13,-0.00126400,-0.00088400,-0.00043400
2025-03-14,0.00204900,0.00168300,-0.00490700
2025-03-17,0.00141500,0.00376300,0.00044500
2025-03-18,0.00541900,0.00392100,0.00469500
2025-03-19,0.00521900,0.00222200,-0.00065400
2025-03-21,0.00930400,0.00060300,-0.00067800
2025-03-24,-0.00353700,0.00029600,0.00041400
2025-03-25,-0.00308200,-0.00086300,-0.00120500
2025-03-26,0.00119700,0.00168800,0.00020100
2025-03-27,0.00168000,0.00382600,0.00204700
2025-03-28,0.00419000,0.00392700,0.00435300
2025-03-31,-0.00371700,-0.00199900,0.00487300
2025-04-01,-0.00255500,-0.00245000,0.00291300
2025-04-02,0.00666900,0.00153500,0.00427300
2025-04-03,0.00026600,0.00232400,-0.01114600
2025-04-04,0.00955600,0.01066900,0.01185000
2025-04-07,-0.04225500,0.00109400,-0.00866200
2025-04-08,0.00521600,-0.00069800,-0.00401400
2025-04-09,-0.00252500,0.00222500,0.00885000
2025-04-10,0.00684300,0.01073100,-0.00630100
2025-04-11,0.00422100,-0.00143800,0.00284600
2025-04-14,-0.00355600,0.00035000,-0.00234100
2025-04-15,-0.00106800,-0.00630300,-0.00243100
2025-04-16,-0.00363700,-0.00537000,-0.00872000
2025-04-17,0.00415600,0.00204700,0.00708500
2025-04-18,-0.00386100,0.00219700,-0.00932700
